timestamp,mean_value,median_value,std_dev,count,value
2025-06-25 00:00:00,50.027873165143184,50.059964483605576,14.734326665503728,1333,50.027873165143184
2025-06-25 01:00:00,49.56958127232864,49.900653657978566,14.527973497945426,1404,49.56958127232864
2025-06-25 02:00:00,49.876302185555716,49.37867389051854,15.009866165163297,1386,49.876302185555716
2025-06-25 03:00:00,50.27847687829458,50.28135065185701,14.57977309092268,1440,50.27847687829458
2025-06-25 04:00:00,49.463426756685806,49.55196796671056,14.942491275184326,1490,49.463426756685806
2025-06-25 05:00:00,50.35250859753753,50.572128192703516,14.96426079261392,1376,50.35250859753753
2025-06-25 06:00:00,49.996759099191195,50.22865186519574,15.511017329829892,1461,49.996759099191195
2025-06-25 07:00:00,49.84881880727295,49.713779383023436,14.787500028984452,1402,49.84881880727295
2025-06-25 08:00:00,50.142646631263865,49.85217658897429,14.52284592042476,1465,50.142646631263865
2025-06-25 09:00:00,49.544602987320495,49.35028224766867,15.177413943382879,1416,49.544602987320495
2025-06-25 10:00:00,50.633069241379694,50.69490374233199,14.846249432961011,1468,50.633069241379694
2025-06-25 11:00:00,49.977194817147264,50.0032399545122,15.180569567392414,1403,49.977194817147264
2025-06-25 12:00:00,48.980161350600554,48.44531242092398,15.07330395022703,1430,48.980161350600554
2025-06-25 13:00:00,50.04236226251766,50.41603151687603,15.071661734732686,1440,50.04236226251766
2025-06-25 14:00:00,49.63083351274003,49.230630967459895,14.809641040025623,1431,49.63083351274003
2025-06-25 15:00:00,49.30214687210599,49.57829466914667,14.482920629147957,1368,49.30214687210599
2025-06-25 16:00:00,49.53429961157649,49.77312952196072,14.706955503327892,1429,49.53429961157649
2025-06-25 17:00:00,50.18224109437915,49.895149312140674,15.247511857597576,1419,50.18224109437915
2025-06-25 18:00:00,49.62536656907468,49.569651672514404,14.888947309135876,1413,49.62536656907468
2025-06-25 19:00:00,49.971918176951796,49.9325522534691,14.766250634013625,1402,49.971918176951796
2025-06-25 20:00:00,49.86356276647495,49.72078868504942,15.002204362539382,1470,49.86356276647495
2025-06-25 21:00:00,50.440707100245284,50.765290085064535,14.816617650829809,1381,50.440707100245284
2025-06-25 22:00:00,50.50176486311078,50.23217545479103,15.13397654869483,1462,50.50176486311078
2025-06-25 23:00:00,49.33675141419223,48.93249290146605,14.962021310342498,1443,49.33675141419223
