timestamp,mean_value,median_value,std_dev,count,value
2025-06-28 00:00:00,50.54221752554933,50.45096726884086,15.162743397802561,1422,50.54221752554933
2025-06-28 01:00:00,49.90234003156491,50.181332655353756,14.810371154832273,1446,49.90234003156491
2025-06-28 02:00:00,49.77515635223989,49.314066965905155,15.232623796080519,1446,49.77515635223989
2025-06-28 03:00:00,50.11398078849719,50.392105712756276,14.90897862859743,1500,50.11398078849719
2025-06-28 04:00:00,49.88928428605078,49.63467968869105,15.095092403839399,1424,49.88928428605078
2025-06-28 05:00:00,49.621887951000744,49.49948903948046,14.539202999802159,1389,49.621887951000744
2025-06-28 06:00:00,50.23852596126673,49.82457892768849,15.121863010219396,1431,50.23852596126673
2025-06-28 07:00:00,50.444735055105404,50.656490363931894,15.219973075433506,1430,50.444735055105404
2025-06-28 08:00:00,50.019028311921396,50.28892507007685,14.94893437281747,1481,50.019028311921396
2025-06-28 09:00:00,49.657845640370645,49.654660320365466,14.724306322769161,1439,49.657845640370645
2025-06-28 10:00:00,49.746267340504566,49.41246006730461,14.748828043852926,1448,49.746267340504566
2025-06-28 11:00:00,50.32888283669687,50.578125562165994,15.398925834201737,1478,50.32888283669687
2025-06-28 12:00:00,50.02823868405888,49.95529806142253,15.205475567544681,1409,50.02823868405888
2025-06-28 13:00:00,50.20443569010402,50.00883336916201,14.924154342987093,1492,50.20443569010402
2025-06-28 14:00:00,49.92604335823651,49.832340292889235,15.106505267353853,1411,49.92604335823651
2025-06-28 15:00:00,50.416447217151564,50.72129808282979,15.414696487915018,1395,50.416447217151564
2025-06-28 16:00:00,50.57062186121099,50.8051553035306,15.114949911383544,1429,50.57062186121099
2025-06-28 17:00:00,49.26686741559084,48.7975193662317,14.45842475398361,1530,49.26686741559084
2025-06-28 18:00:00,49.79094614664996,49.947354449256814,14.587771136050339,1423,49.79094614664996
2025-06-28 19:00:00,49.48967437245994,49.54794674429725,14.879119110520625,1521,49.48967437245994
2025-06-28 20:00:00,50.067675122019324,50.31776272265846,14.838103453080507,1377,50.067675122019324
2025-06-28 21:00:00,50.11357699117683,50.12421285673297,14.641586598131022,1414,50.11357699117683
2025-06-28 22:00:00,50.19551556734756,49.696314327473544,15.188645830193769,1418,50.19551556734756
2025-06-28 23:00:00,50.43204975111636,50.423045428887974,14.765514732497213,1447,50.43204975111636
