timestamp,mean_value,median_value,std_dev,count,value
2025-06-19 00:00:00,50.91028935838318,50.87365553981155,14.490390515122275,1490,50.91028935838318
2025-06-19 01:00:00,49.930744845037665,49.98644402337519,14.829082597587817,1411,49.930744845037665
2025-06-19 02:00:00,49.392171665509366,49.43905898152305,15.099105836321993,1428,49.392171665509366
2025-06-19 03:00:00,50.35705138664022,49.97450070168051,15.259634241027895,1531,50.35705138664022
2025-06-19 04:00:00,50.223892019401084,50.02791529363324,14.776897243192984,1342,50.223892019401084
2025-06-19 05:00:00,49.388943404608966,49.56272029842588,15.237773627399845,1443,49.388943404608966
2025-06-19 06:00:00,49.707532570017996,49.89817806628703,14.58082597092257,1325,49.707532570017996
2025-06-19 07:00:00,50.29416229854985,49.90514725567246,15.53097574947905,1386,50.29416229854985
2025-06-19 08:00:00,50.812393100167206,50.146674873420906,14.785062760611636,1411,50.812393100167206
2025-06-19 09:00:00,50.18883738629425,50.663330799594945,14.937729200816579,1349,50.18883738629425
2025-06-19 10:00:00,49.63132496663284,49.13358157472629,15.242056836588212,1493,49.63132496663284
2025-06-19 11:00:00,50.21137570349427,50.47998337854328,14.883560556457578,1420,50.21137570349427
2025-06-19 12:00:00,49.75025065438454,49.79362621141868,15.267253790197381,1490,49.75025065438454
2025-06-19 13:00:00,50.224587623089924,50.23252695881803,15.102403597718848,1433,50.224587623089924
2025-06-19 14:00:00,49.3882256618071,49.57994554435102,14.614639568422811,1474,49.3882256618071
2025-06-19 15:00:00,50.0971374049624,49.837308092120196,15.561044583067547,1428,50.0971374049624
2025-06-19 16:00:00,49.73012983208127,49.6446762227605,15.145777764835735,1448,49.73012983208127
2025-06-19 17:00:00,50.39260466164265,50.12926634112464,14.519934497628231,1374,50.39260466164265
2025-06-19 18:00:00,50.46853404886501,50.036715761707356,14.469858930284587,1428,50.46853404886501
2025-06-19 19:00:00,49.8069447134197,50.25987566015354,15.25206196723956,1414,49.8069447134197
2025-06-19 20:00:00,50.46667834845324,50.69494027349472,15.261231309649025,1384,50.46667834845324
2025-06-19 21:00:00,49.24420142186989,49.06299325438458,14.92584703083022,1467,49.24420142186989
2025-06-19 22:00:00,50.511469132538025,50.48949498659718,14.715823593616458,1434,50.511469132538025
2025-06-19 23:00:00,50.33392216238065,50.52390243886158,15.170099726650287,1426,50.33392216238065
