timestamp,mean_value,median_value,std_dev,count,value
2025-06-02 00:00:00,49.81610181822565,49.59318618801342,14.4244831775554,1445,49.81610181822565
2025-06-02 01:00:00,50.190768353546225,50.19161665261592,14.911168562676664,1429,50.190768353546225
2025-06-02 02:00:00,50.756655054453894,50.77185188691793,15.166306548349194,1434,50.756655054453894
2025-06-02 03:00:00,50.29861821489817,50.16029352634443,15.281282778582161,1416,50.29861821489817
2025-06-02 04:00:00,50.169172315302845,50.29129549143855,15.225445403620913,1440,50.169172315302845
2025-06-02 05:00:00,49.921055864762366,49.85639301775508,15.223672797440745,1462,49.921055864762366
2025-06-02 06:00:00,50.91783001608829,50.947124057768775,15.22826384812272,1470,50.91783001608829
2025-06-02 07:00:00,49.941685440254986,49.6875666943841,14.73894230045221,1468,49.941685440254986
2025-06-02 08:00:00,49.95152578905801,49.878836199882656,15.475251799543141,1459,49.95152578905801
2025-06-02 09:00:00,50.54584798743717,50.66940635886351,14.608076329125234,1408,50.54584798743717
2025-06-02 10:00:00,49.08541704244625,49.42864060893824,14.894094581930418,1467,49.08541704244625
2025-06-02 11:00:00,50.33883502718876,50.53583790555501,14.73250902055462,1367,50.33883502718876
2025-06-02 12:00:00,50.30521916595075,50.60043049968213,15.023203426986331,1412,50.30521916595075
2025-06-02 13:00:00,49.51587891778538,49.44146089624739,15.34533254501603,1433,49.51587891778538
2025-06-02 14:00:00,50.20631190016234,49.95054452395592,14.704256331054772,1459,50.20631190016234
2025-06-02 15:00:00,50.36156888416176,50.57034787609099,14.601438422337356,1510,50.36156888416176
2025-06-02 16:00:00,51.01037389272473,51.2203969509867,14.728925285144111,1385,51.01037389272473
2025-06-02 17:00:00,50.22013512879078,49.61484232912322,14.840800348467168,1456,50.22013512879078
2025-06-02 18:00:00,50.35829101862865,50.62555912101995,15.178470226939522,1406,50.35829101862865
2025-06-02 19:00:00,49.375094913157135,49.00492056222642,15.271588709849167,1378,49.375094913157135
2025-06-02 20:00:00,50.183785433891195,50.34611461207527,15.17591284260937,1451,50.183785433891195
2025-06-02 21:00:00,49.92337988998413,50.24084745567189,15.57181546886903,1419,49.92337988998413
2025-06-02 22:00:00,50.54776142709554,49.98544127792486,14.745923649460273,1464,50.54776142709554
2025-06-02 23:00:00,49.56657110548421,50.187334025300814,14.843999217318366,1510,49.56657110548421
